category_name,url,img,div_id,div_class,price
Smart Kitchen,https://www.amazon.com/b?_encoding=UTF8&node=21217039011&ref_=cct_cg_SHnav2_4a1&pf_rd_p=12b44fc7-b592-4f55-b8d7-32c20b211ef1&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/us-manual-merchandising/Category_tile_TV_400x400_Kitchen_EN.jpg,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Vacuum & Mops,https://www.amazon.com/b?ie=UTF8&node=21217038011&ref_=cct_cg_SHnav2_4b1&pf_rd_p=12b44fc7-b592-4f55-b8d7-32c20b211ef1&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/us-manual-merchandising/RBS-in-house-Graphics/vac-en-400.jpg,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Smart Lawn and Garden,https://www.amazon.com/b/ref=SHLG?_encoding=UTF8&ie=UTF8&node=21217056011&ref_=cct_cg_SHnav2_4c1&pf_rd_p=12b44fc7-b592-4f55-b8d7-32c20b211ef1&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/SmartHome/StorefrontRefresh/Round-2/XCM_Manual_1263220_us_homeimprov_smarthome_storefront_400x400-10_f584e116-99e8-45e6-826e-dad464c56dfc.jpg,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Wifi and Networking,https://www.amazon.com/b/ref=SHWN?_encoding=UTF8&ie=UTF8&node=21217028011&ref_=cct_cg_SHnav2_4d1&pf_rd_p=12b44fc7-b592-4f55-b8d7-32c20b211ef1&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/us-manual-merchandising/Untitled-5-400x400.jpg,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Other Solutions,https://www.amazon.com/b?_encoding=UTF8&node=21217060011&ref_=cct_cg_SHnav2_4e1&pf_rd_p=12b44fc7-b592-4f55-b8d7-32c20b211ef1&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/us-manual-merchandising/Category_tile_TV_400x400_Other_Solutions_EN.jpg,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Works with Alexa Expand your smart home,https://www.amazon.com/b?_encoding=UTF8&node=73846268011&ref_=cct_cg_WWA1_1a1&pf_rd_p=4dc5f0ad-c519-437f-be92-d3f0def7b25e&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/home/THILGMA/US-CA_Stripe_Rounded2.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Smart Reorders,https://www.amazon.com/b?_encoding=UTF8&node=21076926011&ref_=cct_cg_SHDFH_1a1&pf_rd_p=fb6549fc-7c1c-45fd-95e0-ef26d9b2d6fd&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/SmartHome/Oneoffs/1368971_US_ALEXA-SMART-HOME-ALEXA-PRINT-IMAGES_1500x100_9959cd86-60a6-4ebc-86e0-6a4f63124042.jpg,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Shark,https://www.amazon.com/stores/page/260F9B11-06D9-4F5D-953C-0FCE37C48DA8?_encoding=UTF8&ref=SH_BF_Shark&ref_=cct_cg_SHFeatBrand_2a1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Shark_logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
ecobee,https://www.amazon.com/stores/page/04FCF358-0360-49D4-BBE0-2AFF2A067774?_encoding=UTF8&ref=SH_BF_Ecobee&ref_=cct_cg_SHFeatBrand_2b1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Ecobee_logo1.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Lutron,https://www.amazon.com/stores/page/130907F7-BC98-4DDD-8117-B9A58F29DB40?_encoding=UTF8&ref=SH_BF_Lutron&ref_=cct_cg_SHFeatBrand_2c1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Lutron_Logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Blueair,https://www.amazon.com/stores/page/8B8D544F-7625-4019-AD3A-858AE9E52123?_encoding=UTF8&ref=SH_BF_Blueair&ref_=cct_cg_SHFeatBrand_2d1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Blueair_Logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Google,https://www.amazon.com/stores/GoogleLLC/page/080B7645-8292-4117-A6CA-1BF598F3FE26?_encoding=UTF8&ref=SH_BF_Google&ref_=cct_cg_SHFeatBrand_2e1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Google_Logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Yale,https://www.amazon.com/stores/Yale/page/97E00522-1F35-4FE3-96D3-CEA2659D969B?_encoding=UTF8&ref=SH_BF_YaleSecurity&ref_=cct_cg_SHFeatBrand_2f1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Yale_logo1.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Levoit,https://www.amazon.com/stores/Levoit/page/36E5D100-D40D-4618-AEA6-A8FF8AD39805?_encoding=UTF8&ref=SH_BF_Levoit&ref_=cct_cg_SHFeatBrand_3a1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Levoit_logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
iRobot,https://www.amazon.com/stores/iRobot%C2%AE/page/A144A34F-3D29-45A4-9DF7-8E77C31F8C7F?_encoding=UTF8&ref=SH_BF_iRobot&ref_=cct_cg_SHFeatBrand_3b1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/iRobot_Logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Kasa Smart,https://www.amazon.com/stores/KasaSmartbyTP-Link/page/9A672382-E380-4360-A698-DFBEAE7E7049?_encoding=UTF8&ref=SH_BF_KasaSmart&ref_=cct_cg_SHFeatBrand_3c1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Kasa_Smart_logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Philips Hue,https://www.amazon.com/stores/PhilipsHue/page/DC0F9713-A446-47F0-9D06-0938ED95936E?_encoding=UTF8&ref=SH_BF_PhilipsHue&ref_=cct_cg_SHFeatBrand_3d1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Philips_Hue_logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Dreo,https://www.amazon.com/stores/page/BB3B94AE-3A22-4A4A-B484-04B9AEADC27D?_encoding=UTF8&ref=SH_BF_Dreo&ref_=cct_cg_SHFeatBrand_3e1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Dreo_logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Schlage,https://www.amazon.com/stores/SchlageLockCompany/page/6AC09848-CEE2-48B4-B9BE-F188F52EE193?_encoding=UTF8&ref=SH_BF_Schlage&ref_=cct_cg_SHFeatBrand_3f1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Schlage_logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Vevor,https://www.amazon.com/stores/VEVOR/page/09A776F6-0EB9-4948-918D-9FF03FC17370?_encoding=UTF8&ref=SH_BF_Vevor&ref_=cct_cg_SHFeatBrand_4a1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Vevor_logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Kwikset,https://www.amazon.com/stores/page/58C30BB9-7FC4-4859-ABE0-ED113D1432DF?_encoding=UTF8&ref=SH_BF_Kwikset&ref_=cct_cg_SHFeatBrand_4b1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Kwikset_logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Chamberlain,https://www.amazon.com/stores/Chamberlain/page/30C32495-5FC7-4D90-98E4-D6F8C923DA1B?_encoding=UTF8&ref=SH_BF_Chamberlain&ref_=cct_cg_SHFeatBrand_4c1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Chamberlain_logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
Honeywell,https://www.amazon.com/stores/page/E428E2E6-7796-4FD9-8721-70C2F1994394?_encoding=UTF8&ref=SH_BF_Honeywell&ref_=cct_cg_SHFeatBrand_4d1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/Honeywell_Logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
SimpliSafe,https://www.amazon.com/stores/SimpliSafe%C2%AE/page/1F18070B-DFCA-40E3-8D4D-FB9DBC1756B5?_encoding=UTF8&ref=SH_BF_SimpliSafe&ref_=cct_cg_SHFeatBrand_4e1&pf_rd_p=fe3be8f8-f33a-45b8-a6cf-b45d112d92e0&pf_rd_r=ZCR7PBA1S24QPJKX1950,https://m.media-amazon.com/images/G/01/AmazonKey/2025/Q2/SmartHome/SimpliSafe_Logo.png,,_Y29ud_bxcGridImage_mukPG _Y29ud_bxcGridHalign_3QrYc _Y29ud_bxcGridHalignCenter_YYl_I,
